Zip Code (CEP),City,State,Centroid Latitude,Centroid Longitude
1001,Sao Paulo,SP,-23.5502,-46.634
1002,Sao Paulo,SP,-23.5481,-46.635
1003,Sao Paulo,SP,-23.549,-46.6357
1004,Sao Paulo,SP,-23.5498,-46.6348
1005,Sao Paulo,SP,-23.5495,-46.6367
1006,Sao Paulo,SP,-23.5501,-46.6361
1007,Sao Paulo,SP,-23.55,-46.6373
1008,Sao Paulo,SP,-23.546,-46.6359
1009,Sao Paulo,SP,-23.5468,-46.6365
1010,Sao Paulo,SP,-23.5464,-46.6352
1011,Sao Paulo,SP,-23.5469,-46.6356
1012,Sao Paulo,SP,-23.5478,-46.6349
1013,Sao Paulo,SP,-23.5471,-46.6342
1014,Sao Paulo,SP,-23.5459,-46.6336
1015,Sao Paulo,SP,-23.5477,-46.6316
1016,Sao Paulo,SP,-23.549,-46.6324
1017,Sao Paulo,SP,-23.5495,-46.631
1018,Sao Paulo,SP,-23.5509,-46.6324
1019,Sao Paulo,SP,-23.5518,-46.6309
1020,Sao Paulo,SP,-23.5523,-46.63
1021,Sao Paulo,SP,-23.543,-46.6321
1022,Sao Paulo,SP,-23.5449,-46.6319
1023,Sao Paulo,SP,-23.5423,-46.6314
1024,Sao Paulo,SP,-23.5414,-46.6299
1025,Sao Paulo,SP,-23.5403,-46.6309
1026,Sao Paulo,SP,-23.5397,-46.6319
1027,Sao Paulo,SP,-23.5381,-46.6307
1028,Sao Paulo,SP,-23.5359,-46.6336
1029,Sao Paulo,SP,-23.5414,-46.6334
1030,Sao Paulo,SP,-23.5395,-46.633
1031,Sao Paulo,SP,-23.5419,-46.6351
1032,Sao Paulo,SP,-23.5401,-46.6352
1033,Sao Paulo,SP,-23.5393,-46.6359
1034,Sao Paulo,SP,-23.5425,-46.6374
1035,Sao Paulo,SP,-23.5416,-46.6415
1036,Sao Paulo,SP,-23.5416,-46.6414
1037,Sao Paulo,SP,-23.5454,-46.6389
1038,Sao Paulo,SP,-23.5439,-46.64
1039,Sao Paulo,SP,-23.5414,-46.6392
1040,Sao Paulo,SP,-23.541,-46.6383
1041,Sao Paulo,SP,-23.5439,-46.64
1042,Sao Paulo,SP,-23.5449,-46.6404
1043,Sao Paulo,SP,-23.5458,-46.6415
1044,Sao Paulo,SP,-23.5456,-46.6415
1045,Sao Paulo,SP,-23.5423,-46.6425
1046,Sao Paulo,SP,-23.5459,-46.644
1047,Sao Paulo,SP,-23.5462,-46.6411
1048,Sao Paulo,SP,-23.5471,-46.6398
1049,Sao Paulo,SP,-23.547,-46.6392
1050,Sao Paulo,SP,-23.5492,-46.643
1101,Sao Paulo,SP,-23.5283,-46.632
1102,Sao Paulo,SP,-23.5256,-46.6303
1103,Sao Paulo,SP,-23.5355,-46.6303
1104,Sao Paulo,SP,-23.535,-46.6296
1105,Sao Paulo,SP,-23.5341,-46.6291
1106,Sao Paulo,SP,-23.5302,-46.6282
1107,Sao Paulo,SP,-23.5261,-46.6296
1108,Sao Paulo,SP,-23.5272,-46.6304
1109,Sao Paulo,SP,-23.5246,-46.6271
1120,Sao Paulo,SP,-23.5302,-46.6395
1121,Sao Paulo,SP,-23.5279,-46.6353
1122,Sao Paulo,SP,-23.5311,-46.6383
1123,Sao Paulo,SP,-23.5292,-46.6366
1124,Sao Paulo,SP,-23.5282,-46.6331
1125,Sao Paulo,SP,-23.5273,-46.6402
1126,Sao Paulo,SP,-23.5271,-46.6392
1127,Sao Paulo,SP,-23.5255,-46.6416
1128,Sao Paulo,SP,-23.5238,-46.6422
1129,Sao Paulo,SP,-23.5241,-46.6451
1130,Sao Paulo,SP,-23.5248,-46.6449
1131,Sao Paulo,SP,-23.5224,-46.6431
1132,Sao Paulo,SP,-23.5215,-46.6487
1133,Sao Paulo,SP,-23.5204,-46.6533
1134,Sao Paulo,SP,-23.5189,-46.6527
1135,Sao Paulo,SP,-23.5262,-46.651
1136,Sao Paulo,SP,-23.524,-46.6614
1137,Sao Paulo,SP,-23.5229,-46.6528
1138,Sao Paulo,SP,-23.5225,-46.6553
1139,Sao Paulo,SP,-23.5207,-46.6659
1140,Sao Paulo,SP,-23.5204,-46.6692
1141,Sao Paulo,SP,-23.5203,-46.6664
1142,Sao Paulo,SP,-23.5199,-46.6251
1144,Sao Paulo,SP,-23.5236,-46.6724
1150,Sao Paulo,SP,-23.533,-46.6582
1151,Sao Paulo,SP,-23.5316,-46.6563
1152,Sao Paulo,SP,-23.5299,-46.6553
1153,Sao Paulo,SP,-23.5299,-46.6535
1154,Sao Paulo,SP,-23.5305,-46.6593
1155,Sao Paulo,SP,-23.5291,-46.6633
1156,Sao Paulo,SP,-23.5289,-46.6664
1189,Sao Paulo,SP,-23.5321,-46.6384
1200,Sao Paulo,SP,-23.5316,-46.6499
1201,Sao Paulo,SP,-23.5361,-46.6495
1202,Sao Paulo,SP,-23.5337,-46.6483
1203,Sao Paulo,SP,-23.536,-46.6453
1204,Sao Paulo,SP,-23.536,-46.6441
1205,Sao Paulo,SP,-23.5365,-46.6426
1206,Sao Paulo,SP,-23.5359,-46.6428
1207,Sao Paulo,SP,-23.5392,-46.6387
1208,Sao Paulo,SP,-23.5387,-46.639
1209,Sao Paulo,SP,-23.5407,-46.6416
1210,Sao Paulo,SP,-23.54,-46.6421
1211,Sao Paulo,SP,-23.5376,-46.6488
1212,Sao Paulo,SP,-23.5383,-46.6394
1213,Sao Paulo,SP,-23.5365,-46.6404
1214,Sao Paulo,SP,-23.5388,-46.6452
1215,Sao Paulo,SP,-23.5362,-46.6475
1216,Sao Paulo,SP,-23.5331,-46.6478
1217,Sao Paulo,SP,-23.5327,-46.6489
1218,Sao Paulo,SP,-23.5312,-46.6483
1219,Sao Paulo,SP,-23.5413,-46.6457
1220,Sao Paulo,SP,-23.5445,-46.646
1221,Sao Paulo,SP,-23.5449,-46.6483
1222,Sao Paulo,SP,-23.5459,-46.6494
1223,Sao Paulo,SP,-23.5441,-46.6486
1224,Sao Paulo,SP,-23.5418,-46.6524
1225,Sao Paulo,SP,-23.5398,-46.6491
1226,Sao Paulo,SP,-23.538,-46.6527
1227,Sao Paulo,SP,-23.5462,-46.6584
1228,Sao Paulo,SP,-23.5452,-46.6576
1229,Sao Paulo,SP,-23.5389,-46.6573
1230,Sao Paulo,SP,-23.5363,-46.6571
1231,Sao Paulo,SP,-23.537,-46.6593
1232,Sao Paulo,SP,-23.5364,-46.6574
1233,Sao Paulo,SP,-23.5362,-46.6617
1234,Sao Paulo,SP,-23.5397,-46.6642
1235,Sao Paulo,SP,-23.5367,-46.6647
1236,Sao Paulo,SP,-23.5436,-46.6674
1237,Sao Paulo,SP,-23.5432,-46.6687
1238,Sao Paulo,SP,-23.5426,-46.6542
1239,Sao Paulo,SP,-23.5431,-46.6311
1240,Sao Paulo,SP,-23.5438,-46.6585
1241,Sao Paulo,SP,-23.5455,-46.6578
1242,Sao Paulo,SP,-23.5465,-46.6585
1243,Sao Paulo,SP,-23.5481,-46.6592
1244,Sao Paulo,SP,-23.562,-46.6596
1245,Sao Paulo,SP,-23.5495,-46.6638
1246,Sao Paulo,SP,-23.5535,-46.6663
1247,Sao Paulo,SP,-23.5506,-46.6687
1248,Sao Paulo,SP,-23.5479,-46.668
1249,Sao Paulo,SP,-23.5484,-46.6712
1250,Sao Paulo,SP,-23.5476,-46.672
1251,Sao Paulo,SP,-23.5484,-46.6748
1252,Sao Paulo,SP,-23.5418,-46.6789
1253,Sao Paulo,SP,-23.5449,-46.6792
1254,Sao Paulo,SP,-23.5433,-46.6809
1255,Sao Paulo,SP,-23.5464,-46.6815
1256,São Paulo,SP,-23.5478,-46.6828
1257,Sao Paulo,SP,-23.5436,-46.6878
1258,Sao Paulo,SP,-23.544,-46.6869
1259,Sao Paulo,SP,-23.5414,-46.6853
1262,Sao Paulo,SP,-23.5509,-46.6774
1290,São Paulo,SP,-23.541,-46.6577
1301,Sao Paulo,SP,-23.5493,-46.6509
1302,Sao Paulo,SP,-23.549,-46.6496
1303,Sao Paulo,SP,-23.5495,-46.6484
1304,Sao Paulo,SP,-23.5541,-46.6552
1305,Sao Paulo,SP,-23.5526,-46.6525
1306,Sao Paulo,SP,-23.5538,-46.6496
1307,Sao Paulo,SP,-23.5528,-46.6532
1308,Sao Paulo,SP,-23.556,-46.6533
1309,Sao Paulo,SP,-23.5555,-46.6585
1310,Sao Paulo,SP,-23.5617,-46.656
1311,Sao Paulo,SP,-23.5645,-46.6528
1312,Sao Paulo,SP,-23.5548,-46.6496
1313,Sao Paulo,SP,-23.5561,-46.6506
1314,Sao Paulo,SP,-23.5526,-46.6452
1315,Sao Paulo,SP,-23.5541,-46.6404
1316,Sao Paulo,SP,-23.553,-46.6394
1317,Sao Paulo,SP,-23.5562,-46.6401
1318,Sao Paulo,SP,-23.5594,-46.6424
1319,Sao Paulo,SP,-23.5519,-46.6407
1320,Sao Paulo,SP,-23.558,-46.6393
1321,Sao Paulo,SP,-23.5621,-46.6419
1322,Sao Paulo,SP,-23.5632,-46.6435
1323,Sao Paulo,SP,-23.5657,-46.6415
1324,Sao Paulo,SP,-23.5552,-46.6432
1325,Sao Paulo,SP,-23.5574,-46.6445
1326,Sao Paulo,SP,-23.5565,-46.6454
1327,Sao Paulo,SP,-23.5651,-46.6449
1328,Sao Paulo,SP,-23.556,-46.6468
1329,Sao Paulo,SP,-23.562,-46.6473
1330,Sao Paulo,SP,-23.559,-46.6495
1331,Sao Paulo,SP,-23.5627,-46.65
1332,Sao Paulo,SP,-23.5596,-46.6525
1333,Sao Paulo,SP,-23.5664,-46.6476
1401,Sao Paulo,SP,-23.5758,-46.6587
1402,Sao Paulo,SP,-23.5748,-46.6574
1403,Sao Paulo,SP,-23.5688,-46.6534
1404,Sao Paulo,SP,-23.5685,-46.6558
1405,Sao Paulo,SP,-23.5648,-46.6551
1406,Sao Paulo,SP,-23.5748,-46.6703
1407,Sao Paulo,SP,-23.5761,-46.6714
1408,Sao Paulo,SP,-23.5671,-46.6608
1409,Sao Paulo,SP,-23.5615,-46.6583
1410,Sao Paulo,SP,-23.5628,-46.6609
1411,Sao Paulo,SP,-23.5642,-46.6641
1412,Sao Paulo,SP,-23.5637,-46.666
1413,Sao Paulo,SP,-23.5618,-46.664
1414,Sao Paulo,SP,-23.5596,-46.6635
1415,Sao Paulo,SP,-23.5561,-46.6605
1416,Sao Paulo,SP,-23.5607,-46.6677
1417,Sao Paulo,SP,-23.5528,-46.6339
1418,Sao Paulo,SP,-23.5641,-46.6553
1419,Sao Paulo,SP,-23.5635,-46.6559
1420,Sao Paulo,SP,-23.5634,-46.6579
1421,Sao Paulo,SP,-23.5633,-46.6602
1422,Sao Paulo,SP,-23.564,-46.6611
1423,Sao Paulo,SP,-23.5691,-46.6573
1424,Sao Paulo,SP,-23.568,-46.6614
1425,Sao Paulo,SP,-23.5729,-46.6592
1426,Sao Paulo,SP,-23.5659,-46.666
1427,Sao Paulo,SP,-23.571,-46.6641
1428,Sao Paulo,SP,-23.5739,-46.6623
1429,Sao Paulo,SP,-23.5764,-46.6629
1430,Sao Paulo,SP,-23.6561,-46.6625
1431,Sao Paulo,SP,-23.6204,-46.6648
1432,Sao Paulo,SP,-23.5765,-46.6658
1433,Sao Paulo,SP,-23.5784,-46.6684
1434,Sao Paulo,SP,-23.5746,-46.6724
1435,Sao Paulo,SP,-23.5793,-46.6702
1436,Sao Paulo,SP,-23.5725,-46.668
1437,Sao Paulo,SP,-23.5721,-46.6715
1438,Sao Paulo,SP,-23.5698,-46.6723
1439,Sao Paulo,SP,-23.5663,-46.6736
1440,Sao Paulo,SP,-23.5683,-46.6782
1441,Sao Paulo,SP,-23.5706,-46.6837
1442,Sao Paulo,SP,-23.5665,-46.6786
1443,Sao Paulo,SP,-23.5683,-46.6845
1444,Sao Paulo,SP,-23.5732,-46.6875
1445,Sao Paulo,SP,-23.571,-46.6881
1446,Sao Paulo,SP,-23.5756,-46.6755
1447,Sao Paulo,SP,-23.5728,-46.6789
1448,Sao Paulo,SP,-23.5782,-46.6798
1449,Sao Paulo,SP,-23.5761,-46.68
1450,Sao Paulo,SP,-23.5765,-46.6852
1451,Sao Paulo,SP,-23.5774,-46.687
1452,Sao Paulo,SP,-23.575,-46.6889
1453,Sao Paulo,SP,-23.5841,-46.6864
1454,Sao Paulo,SP,-23.5824,-46.6867
1455,Sao Paulo,SP,-23.5806,-46.6911
1456,Sao Paulo,SP,-23.5768,-46.691
1457,Sao Paulo,SP,-23.5752,-46.6927
1472,Sao Paulo,SP,-23.5705,-46.6913
1489,Sao Paulo,SP,-23.5766,-46.6874
1501,Sao Paulo,SP,-23.5525,-46.6355
1502,Sao Paulo,SP,-23.5546,-46.6355
1503,Sao Paulo,SP,-23.5577,-46.6368
1504,Sao Paulo,SP,-23.5669,-46.6395
1505,Sao Paulo,SP,-23.5553,-46.6318
1506,Sao Paulo,SP,-23.5596,-46.635
1507,Sao Paulo,SP,-23.5581,-46.6318
1508,Sao Paulo,SP,-23.5614,-46.6358
1509,Sao Paulo,SP,-23.567,-46.6358
1510,Sao Paulo,SP,-23.5576,-46.6336
1511,Sao Paulo,SP,-23.5615,-46.6329
1512,Sao Paulo,SP,-23.5537,-46.6295
1513,Sao Paulo,SP,-23.5489,-46.6038
1514,Sao Paulo,SP,-23.5544,-46.6283
1516,Sao Paulo,SP,-23.5591,-46.6155
1517,Sao Paulo,SP,-23.5596,-46.624
1518,Sao Paulo,SP,-23.5592,-46.6232
1519,Sao Paulo,SP,-23.5609,-46.6248
1520,Sao Paulo,SP,-23.5594,-46.6202
1521,Sao Paulo,SP,-23.5612,-46.6215
1522,Sao Paulo,SP,-23.5599,-46.616
1523,Sao Paulo,SP,-23.5642,-46.6169
1524,Sao Paulo,SP,-23.5678,-46.6134
1525,Sao Paulo,SP,-23.564,-46.635
1526,Sao Paulo,SP,-23.566,-46.6309
1527,Sao Paulo,SP,-23.5624,-46.6292
1528,Sao Paulo,SP,-23.5648,-46.6272
1529,Sao Paulo,SP,-23.5684,-46.6346
1530,Sao Paulo,SP,-23.5689,-46.6301
1531,Sao Paulo,SP,-23.5708,-46.6324
1532,Sao Paulo,SP,-23.5705,-46.6361
1533,Sao Paulo,SP,-23.5712,-46.6384
1534,Sao Paulo,SP,-23.5675,-46.6261
1535,Sao Paulo,SP,-23.5724,-46.6252
1536,Sao Paulo,SP,-23.569,-46.6234
1537,Sao Paulo,SP,-23.5744,-46.6231
1538,Sao Paulo,SP,-23.5763,-46.6236
1539,Sao Paulo,SP,-23.5712,-46.6204
1540,Sao Paulo,SP,-23.5659,-46.6226
1541,Sao Paulo,SP,-23.5693,-46.6186
1542,Sao Paulo,SP,-23.5711,-46.6241
1543,Sao Paulo,SP,-23.5737,-46.6239
1544,Sao Paulo,SP,-23.5773,-46.6216
1545,Sao Paulo,SP,-23.581,-46.6183
1546,Sao Paulo,SP,-23.579,-46.622
1547,Sao Paulo,SP,-23.583,-46.6211
1548,Sao Paulo,SP,-23.5769,-46.6134
1549,Sao Paulo,SP,-23.5763,-46.6156
1550,Sao Paulo,SP,-23.5731,-46.6162
1551,Sao Paulo,SP,-23.5727,-46.6127
1552,Sao Paulo,SP,-23.5695,-46.6113
1553,Sao Paulo,SP,-23.5745,-46.6092
2009,Sao Paulo,SP,-23.5158,-46.6411
2010,Sao Paulo,SP,-23.5106,-46.6264
2011,Sao Paulo,SP,-23.5044,-46.6266
2012,Sao Paulo,SP,-23.5131,-46.632
2013,Sao Paulo,SP,-23.5022,-46.6331
2016,Sao Paulo,SP,-23.504,-46.6257
2017,Sao Paulo,SP,-23.5007,-46.6347
2018,Sao Paulo,SP,-23.4957,-46.6297
2019,Sao Paulo,SP,-23.4983,-46.6297
2020,Sao Paulo,SP,-23.4965,-46.6333
2021,Sao Paulo,SP,-23.4983,-46.6359
2022,Sao Paulo,SP,-23.5041,-46.6377
2028,Sao Paulo,SP,-23.5087,-46.6183
2029,Sao Paulo,SP,-23.5094,-46.6193
2030,Sao Paulo,SP,-23.5059,-46.6247
2031,Sao Paulo,SP,-23.5101,-46.6258
2032,Sao Paulo,SP,-23.5111,-46.6238
2033,Sao Paulo,SP,-23.4999,-46.615
2034,Sao Paulo,SP,-23.5041,-46.6241
2035,Sao Paulo,SP,-23.4962,-46.6228
2036,Sao Paulo,SP,-23.5017,-46.6208
2037,Sao Paulo,SP,-23.4997,-46.6206
2038,Sao Paulo,SP,-23.4952,-46.6242
2039,Sao Paulo,SP,-23.493,-46.6216
2040,Sao Paulo,SP,-23.4897,-46.6226
2041,Sao Paulo,SP,-23.4906,-46.6231
2042,Sao Paulo,SP,-23.4942,-46.6164
2043,Sao Paulo,SP,-23.4899,-46.6161
2044,Sao Paulo,SP,-23.4957,-46.6188
2045,Sao Paulo,SP,-23.4961,-46.6164
2046,Sao Paulo,SP,-23.4923,-46.6118
2047,Sao Paulo,SP,-23.5172,-46.6187
2049,Sao Paulo,SP,-23.5142,-46.6174
2050,Sao Paulo,SP,-23.5173,-46.6121
2051,Sao Paulo,SP,-23.51,-46.6078
2052,Sao Paulo,SP,-23.513,-46.6078
2053,Sao Paulo,SP,-23.5132,-46.6028
2054,Sao Paulo,SP,-23.5172,-46.6067
2055,Sao Paulo,SP,-23.514,-46.6071
2056,Sao Paulo,SP,-23.5123,-46.6028
2060,Sao Paulo,SP,-23.519,-46.6029
2064,Sao Paulo,SP,-23.5177,-46.598
2065,Sao Paulo,SP,-23.5077,-46.6054
2066,Sao Paulo,SP,-23.5086,-46.6053
2067,Sao Paulo,SP,-23.5067,-46.6037
2068,Sao Paulo,SP,-23.5051,-46.6124
2069,Sao Paulo,SP,-23.5055,-46.6139
2071,Sao Paulo,SP,-23.5043,-46.6064
2072,Sao Paulo,SP,-23.5002,-46.6041
2073,Sao Paulo,SP,-23.5018,-46.6071
2074,Sao Paulo,SP,-23.5052,-46.6004
2075,Sao Paulo,SP,-23.5055,-46.6023
2076,Sao Paulo,SP,-23.5047,-46.5991
2077,Sao Paulo,SP,-23.5023,-46.5973
2078,Sao Paulo,SP,-23.5022,-46.5956
2079,Sao Paulo,SP,-23.4993,-46.6058
2080,Sao Paulo,SP,-23.4977,-46.6054
2081,Sao Paulo,SP,-23.4958,-46.6047
2082,Sao Paulo,SP,-23.4946,-46.6072
2083,Sao Paulo,SP,-23.4953,-46.5979
2084,Sao Paulo,SP,-23.4973,-46.5997
2085,Sao Paulo,SP,-23.498,-46.613
2088,Sao Paulo,SP,-23.5042,-46.6207
2089,Sao Paulo,SP,-23.5171,-46.6167
2110,Sao Paulo,SP,-23.5191,-46.5955
2111,Sao Paulo,SP,-23.5176,-46.5928
2112,Sao Paulo,SP,-23.5174,-46.5905
2113,Sao Paulo,SP,-23.5177,-46.5892
2114,Sao Paulo,SP,-23.5223,-46.5906
2115,Sao Paulo,SP,-23.5266,-46.5917
2116,Sao Paulo,SP,-23.5201,-46.5852
2117,Sao Paulo,SP,-23.5187,-46.5937
2118,Sao Paulo,SP,-23.515,-46.5928
2119,Sao Paulo,SP,-23.5122,-46.5926
2120,Sao Paulo,SP,-23.5108,-46.5939
2121,Sao Paulo,SP,-23.5122,-46.5897
2122,Sao Paulo,SP,-23.512,-46.5839
2123,Sao Paulo,SP,-23.5118,-46.5794
2124,Sao Paulo,SP,-23.507,-46.5771
2125,Sao Paulo,SP,-23.5098,-46.5868
2126,Sao Paulo,SP,-23.5069,-46.5918
2127,Sao Paulo,SP,-23.5056,-46.5873
2128,Sao Paulo,SP,-23.505,-46.5939
2129,Sao Paulo,SP,-23.5037,-46.5883
2130,Sao Paulo,SP,-23.5085,-46.5836
2131,Sao Paulo,SP,-23.5043,-46.5825
2132,Sao Paulo,SP,-23.5013,-46.5777
2133,Sao Paulo,SP,-23.4991,-46.5847
2134,Sao Paulo,SP,-23.4986,-46.5798
2135,Sao Paulo,SP,-23.4979,-46.5846
2136,Sao Paulo,SP,-23.4988,-46.5824
2137,Sao Paulo,SP,-23.498,-46.5761
2138,Sao Paulo,SP,-23.4935,-46.5745
2139,Sao Paulo,SP,-23.4905,-46.5735
2140,São Paulo (Vila Maria),SP,-23.5114,-46.5812
2141,Sao Paulo,SP,-23.489,-46.5707
2142,Sao Paulo,SP,-23.5102,-46.5767
2143,Sao Paulo,SP,-23.5072,-46.575
2144,Sao Paulo,SP,-23.5037,-46.5708
2145,Sao Paulo,SP,-23.5024,-46.5663
2146,Sao Paulo,SP,-23.501,-46.5709
2147,Sao Paulo,SP,-23.4984,-46.5652
2150,Sao Paulo,SP,-23.494,-46.5686
2151,Sao Paulo,SP,-23.497,-46.5696
2152,Sao Paulo,SP,-23.4974,-46.5722
2161,Sao Paulo,SP,-23.4902,-46.5693
2162,Sao Paulo,SP,-23.4907,-46.5628
2166,Sao Paulo,SP,-23.5252,-46.584
2167,Sao Paulo,SP,-23.5227,-46.5816
2168,Sao Paulo,SP,-23.5206,-46.5795
2169,Sao Paulo,SP,-23.5496,-46.6203
2170,Sao Paulo,SP,-23.5256,-46.577
2174,Sao Paulo,SP,-23.5229,-46.5724
2175,Sao Paulo,SP,-23.5159,-46.5749
2176,Sao Paulo,SP,-23.5136,-46.5731
2177,Sao Paulo,SP,-23.5087,-46.5585
2178,Sao Paulo,SP,-23.5217,-46.5705
2179,Sao Paulo,SP,-23.5204,-46.5682
2180,Sao Paulo,SP,-23.5192,-46.566
2181,Sao Paulo,SP,-23.5187,-46.561
2185,Sao Paulo,SP,-23.5147,-46.5675
2186,Sao Paulo,SP,-23.5141,-46.5691
2187,Sao Paulo,SP,-23.5159,-46.5649
2188,Sao Paulo,SP,-23.5095,-46.567
2189,Sao Paulo,SP,-23.5078,-46.5675
2190,Sao Paulo,SP,-23.5071,-46.564
2201,Sao Paulo,SP,-23.4862,-46.592
2202,Sao Paulo,SP,-23.493,-46.5948
2203,Sao Paulo,SP,-23.4919,-46.5913
2204,Sao Paulo,SP,-23.4874,-46.5922
2205,Sao Paulo,SP,-23.488,-46.5912
2206,Sao Paulo,SP,-23.4846,-46.594
2207,Sao Paulo,SP,-23.486,-46.5882
2208,Sao Paulo,SP,-23.483,-46.5895
2209,Sao Paulo,SP,-23.4851,-46.5854
2210,Sao Paulo,SP,-23.4826,-46.5821
2211,Sao Paulo,SP,-23.4974,-46.5936
2212,Sao Paulo,SP,-23.4956,-46.5893
2213,Sao Paulo,SP,-23.4962,-46.5881
2214,Sao Paulo,SP,-23.4929,-46.5868
2215,Sao Paulo,SP,-23.4908,-46.5834
2216,Sao Paulo,SP,-23.4931,-46.5798
2217,Sao Paulo,SP,-23.4904,-46.5802
2218,Sao Paulo,SP,-23.4868,-46.5848
2219,Sao Paulo,SP,-23.4908,-46.5859
2220,Sao Paulo,SP,-23.4898,-46.5777
2221,Sao Paulo,SP,-23.4815,-46.5814
2222,Sao Paulo,SP,-23.4826,-46.5756
2223,Sao Paulo,SP,-23.4816,-46.5802
2224,Sao Paulo,SP,-23.4845,-46.5738
2225,Sao Paulo,SP,-23.4827,-46.5751
2226,Sao Paulo,SP,-23.4801,-46.5736
2227,Sao Paulo,SP,-23.4787,-46.5724
2228,Sao Paulo,SP,-23.4755,-46.5715
2229,Sao Paulo,SP,-23.4766,-46.5688
2230,Sao Paulo,SP,-23.4838,-46.5637
2231,Sao Paulo,SP,-23.4769,-46.5653
2232,Sao Paulo,SP,-23.4757,-46.564
2233,Sao Paulo,SP,-23.4777,-46.5646
2234,Sao Paulo,SP,-23.4785,-46.5695
2235,Sao Paulo,SP,-23.4793,-46.5759
2236,Sao Paulo,SP,-23.4726,-46.5682
2237,Sao Paulo,SP,-23.5131,-46.5865
2238,Sao Paulo,SP,-23.4712,-46.5716
2239,Sao Paulo,SP,-23.4853,-46.6091
2240,Sao Paulo,SP,-23.4779,-46.6022
2241,Sao Paulo,SP,-23.4907,-46.6074
2242,Sao Paulo,SP,-23.4876,-46.604
2243,Sao Paulo,SP,-23.4916,-46.6039
2244,Sao Paulo,SP,-23.4885,-46.6049
2245,Sao Paulo,SP,-23.4848,-46.6066
2246,Sao Paulo,SP,-23.4887,-46.6017
2247,Sao Paulo,SP,-23.4861,-46.6012
2248,Sao Paulo,SP,-23.4832,-46.5994
2249,Sao Paulo,SP,-23.4889,-46.5971
2250,Sao Paulo,SP,-23.4865,-46.5962
2251,Sao Paulo,SP,-23.4775,-46.5903
2252,Sao Paulo,SP,-23.4787,-46.5883
2253,Sao Paulo,SP,-23.4794,-46.5955
2254,Sao Paulo,SP,-23.4812,-46.5934
2255,Sao Paulo,SP,-23.4769,-46.5919
2256,Sao Paulo,SP,-23.4753,-46.5872
2257,Sao Paulo,SP,-23.4729,-46.5832
2258,Sao Paulo,SP,-23.476,-46.5819
2259,Sao Paulo,SP,-23.4718,-46.581
2260,Sao Paulo,SP,-23.4692,-46.5796
2261,Sao Paulo,SP,-23.4675,-46.5773
2262,Sao Paulo,SP,-23.4655,-46.5748
2263,Sao Paulo,SP,-23.4635,-46.5758
2264,Sao Paulo,SP,-23.4623,-46.5766
2265,Sao Paulo,SP,-23.4743,-46.592
2266,Sao Paulo,SP,-23.4771,-46.5982
2267,Sao Paulo,SP,-23.4787,-46.6007
2268,Sao Paulo,SP,-23.4698,-46.5949
2269,Sao Paulo,SP,-23.4721,-46.596
2270,Sao Paulo,SP,-23.4725,-46.593
2271,Sao Paulo,SP,-23.4697,-46.59
2272,Sao Paulo,SP,-23.4693,-46.5867
2273,Sao Paulo,SP,-23.4635,-46.5862
2274,Sao Paulo,SP,-23.4671,-46.5879
2275,Sao Paulo,SP,-23.4657,-46.5903
2276,Sao Paulo,SP,-23.4612,-46.5841
2277,Sao Paulo,SP,-23.4637,-46.5818
2278,Sao Paulo,SP,-23.4628,-46.5796
2279,Sao Paulo,SP,-23.4669,-46.58
2280,Sao Paulo,SP,-23.4559,-46.5752
2281,Sao Paulo,SP,-23.452,-46.5751
2282,Sao Paulo,SP,-23.4431,-46.5678
2284,Sao Paulo,SP,-23.4697,-46.5687
2285,São Paulo (Jardim Cachoeira),SP,-23.4561,-46.5824
2286,Sao Paulo,SP,-23.4086,-46.5796
2288,Sao Paulo,SP,-23.4337,-46.5709
2289,Sao Paulo,SP,-23.4185,-46.5827
2290,Sao Paulo,SP,-23.6005,-46.6553
2301,Sao Paulo,SP,-23.4887,-46.615
2302,Sao Paulo,SP,-23.486,-46.614
2303,Sao Paulo,SP,-23.482,-46.6105
2304,Sao Paulo,SP,-23.4808,-46.6055
2305,Sao Paulo,SP,-23.4801,-46.6068
2306,Sao Paulo,SP,-23.4634,-46.6035
2307,Sao Paulo,SP,-23.4809,-46.6073
2308,Sao Paulo,SP,-23.4764,-46.6042
2309,Sao Paulo,SP,-23.4757,-46.6047
2310,Sao Paulo,SP,-23.4728,-46.6007
2311,Sao Paulo,SP,-23.4691,-46.6017
2312,Sao Paulo,SP,-23.4648,-46.5987
2313,Sao Paulo,SP,-23.464,-46.5999
2314,Sao Paulo,SP,-23.4621,-46.5993
2315,Sao Paulo,SP,-23.46,-46.5997
2316,Sao Paulo,SP,-23.4623,-46.5938
2317,Sao Paulo,SP,-23.4581,-46.5932
2318,Sao Paulo,SP,-23.4509,-46.5901
2319,Sao Paulo,SP,-23.4497,-46.5934
2320,Sao Paulo,SP,-23.4514,-46.5984
2321,Sao Paulo,SP,-23.4472,-46.589
2322,Sao Paulo,SP,-23.4457,-46.5937
2323,Sao Paulo,SP,-23.4563,-46.6011
2324,Sao Paulo,SP,-23.478,-46.5985
2325,Sao Paulo,SP,-23.4535,-46.586
2326,Sao Paulo,SP,-23.4722,-46.6025
2327,Sao Paulo,SP,-23.4472,-46.5667
2328,Sao Paulo,SP,-23.5189,-46.5973
2329,Sao Paulo,SP,-23.4836,-46.6067
2330,Sao Paulo,SP,-23.4856,-46.6175
