Zip Code (CEP),City,State,Centroid Latitude,Centroid Longitude
5601,Sao Paulo,SP,-23.582,-46.7005
5602,Sao Paulo,SP,-23.5772,-46.7047
5603,Sao Paulo,SP,-23.583,-46.7017
5604,Sao Paulo,SP,-23.5873,-46.7002
5605,Sao Paulo,SP,-23.5905,-46.7041
5606,São Paulo,SP,-23.5802,-46.7058
5608,Sao Paulo,SP,-23.5821,-46.7068
5609,Sao Paulo,SP,-23.5809,-46.7088
5610,Sao Paulo,SP,-23.5851,-46.7099
5611,Sao Paulo,SP,-23.5853,-46.7126
5612,Sao Paulo,SP,-23.5915,-46.709
5613,Sao Paulo,SP,-23.5899,-46.7126
5614,Sao Paulo,SP,-23.5952,-46.7114
5615,Sao Paulo,SP,-23.5873,-46.7174
5616,Sao Paulo,SP,-23.5885,-46.7193
5617,Sao Paulo,SP,-23.5913,-46.72
5618,Sao Paulo,SP,-23.5903,-46.7236
5619,Sao Paulo,SP,-23.5912,-46.7271
5620,Sao Paulo,SP,-23.594,-46.7241
5621,Sao Paulo,SP,-23.5977,-46.723
5622,Sao Paulo,SP,-23.5991,-46.7249
5623,Sao Paulo,SP,-23.6009,-46.7267
5624,Sao Paulo,SP,-23.5953,-46.7282
5625,Sao Paulo,SP,-23.5962,-46.7305
5626,Sao Paulo,SP,-23.5945,-46.7335
5627,Sao Paulo,SP,-23.5954,-46.7323
5628,Sao Paulo,SP,-23.5996,-46.7307
5629,Sao Paulo,SP,-23.6038,-46.7293
5630,Sao Paulo,SP,-23.6115,-46.7364
5632,Sao Paulo,SP,-23.5995,-46.7354
5633,Sao Paulo,SP,-23.6,-46.7397
5634,Sao Paulo,SP,-23.6064,-46.7375
5635,Sao Paulo,SP,-23.6028,-46.736
5638,Sao Paulo,SP,-23.6075,-46.7404
5639,Sao Paulo,SP,-23.6092,-46.7403
5640,Sao Paulo,SP,-23.6164,-46.7398
5641,Sao Paulo,SP,-23.6181,-46.7369
5642,Sao Paulo,SP,-23.6217,-46.736
5650,Sao Paulo,SP,-23.6109,-46.6993
5651,Sao Paulo,SP,-23.6024,-46.7236
5652,Sao Paulo,SP,-23.5981,-46.7169
5653,Sao Paulo,SP,-23.6014,-46.7174
5654,Sao Paulo,SP,-23.6062,-46.7163
5655,Sao Paulo,SP,-23.6088,-46.7163
5656,Sao Paulo,SP,-23.6129,-46.7206
5657,Sao Paulo,SP,-23.6205,-46.717
5658,Sao Paulo,SP,-23.6034,-46.7227
5659,Sao Paulo,SP,-23.6094,-46.7239
5660,Sao Paulo,SP,-23.6125,-46.7271
5661,Sao Paulo,SP,-23.6107,-46.7262
5662,Sao Paulo,SP,-23.6121,-46.7249
5663,Sao Paulo,SP,-23.614,-46.7268
5664,Sao Paulo,SP,-23.6176,-46.7238
5665,Sao Paulo,SP,-23.6189,-46.7286
5670,Sao Paulo,SP,-23.586,-46.697
5671,Sao Paulo,SP,-23.5878,-46.6948
5672,Sao Paulo,SP,-23.5905,-46.6965
5673,Sao Paulo,SP,-23.5909,-46.7013
5674,Sao Paulo,SP,-23.5919,-46.6992
5675,Sao Paulo,SP,-23.595,-46.7007
5676,Sao Paulo,SP,-23.597,-46.6986
5678,Sao Paulo,SP,-23.5981,-46.7047
5679,Sao Paulo,SP,-23.6015,-46.7013
5683,Sao Paulo,SP,-23.6048,-46.7081
5684,Sao Paulo,SP,-23.6071,-46.7046
5685,Sao Paulo,SP,-23.607,-46.7049
5686,Sao Paulo,SP,-23.6117,-46.7029
5687,Sao Paulo,SP,-23.6106,-46.7073
5688,Sao Paulo,SP,-23.6112,-46.7074
5690,Sao Paulo,SP,-23.6153,-46.7046
5691,Sao Paulo,SP,-23.6156,-46.7086
5692,Sao Paulo,SP,-23.6191,-46.7059
5693,Sao Paulo,SP,-23.6202,-46.7028
5704,Sao Paulo,SP,-23.6289,-46.7202
5705,Sao Paulo,SP,-23.6258,-46.7212
5706,Sao Paulo,SP,-23.6284,-46.7248
5707,Sao Paulo,SP,-23.6409,-46.7298
5709,Sao Paulo,SP,-23.6179,-46.7418
5710,Sao Paulo,SP,-23.6091,-46.745
5711,Sao Paulo,SP,-23.6132,-46.7437
5712,Sao Paulo,SP,-23.6213,-46.7302
5713,Sao Paulo,SP,-23.6264,-46.7303
5715,Sao Paulo,SP,-23.6291,-46.7321
5716,Sao Paulo,SP,-23.6305,-46.7339
5717,Sao Paulo,SP,-23.6346,-46.7323
5718,Sao Paulo,SP,-23.6351,-46.7378
5723,Sao Paulo,SP,-23.6419,-46.7323
5724,Sao Paulo,SP,-23.6328,-46.7357
5725,Sao Paulo,SP,-23.6248,-46.7361
5726,Sao Paulo,SP,-23.6255,-46.7414
5727,Sao Paulo,SP,-23.6266,-46.7395
5728,Sao Paulo,SP,-23.6322,-46.7392
5729,Sao Paulo,SP,-23.6346,-46.7359
5730,Sao Paulo,SP,-23.635,-46.7414
5731,Sao Paulo,SP,-23.6404,-46.7428
5734,Sao Paulo,SP,-23.6257,-46.7435
5735,Sao Paulo,SP,-23.6289,-46.749
5736,Sao Paulo,SP,-23.6337,-46.7464
5741,Sao Paulo,SP,-23.6106,-46.7479
5742,Sao Paulo,SP,-23.6104,-46.75
5743,Sao Paulo,SP,-23.6122,-46.7536
5745,Sao Paulo,SP,-23.6145,-46.752
5749,Sao Paulo,SP,-23.6199,-46.7467
5750,Sao Paulo,SP,-23.6156,-46.7466
5752,Sao Paulo,SP,-23.6186,-46.752
5754,Sao Paulo,SP,-23.6198,-46.754
5755,Sao Paulo,SP,-23.6207,-46.7563
5756,Sao Paulo,SP,-23.6244,-46.755
5757,Sao Paulo,SP,-23.6245,-46.76
5758,Sao Paulo,SP,-23.6289,-46.7638
5759,Sao Paulo,SP,-23.6302,-46.7663
5760,Sao Paulo,SP,-23.6325,-46.7666
5761,Sao Paulo,SP,-23.6355,-46.7666
5762,Sao Paulo,SP,-23.6409,-46.7634
5763,Sao Paulo,SP,-23.6436,-46.759
5765,Sao Paulo,SP,-23.6293,-46.7568
5766,Sao Paulo,SP,-23.6309,-46.7548
5767,Sao Paulo,SP,-23.6321,-46.7608
5770,Sao Paulo,SP,-23.6485,-46.759
5772,Sao Paulo,SP,-23.6396,-46.7555
5773,Sao Paulo,SP,-23.635,-46.755
5774,Sao Paulo,SP,-23.6337,-46.7501
5775,Sao Paulo,SP,-23.6354,-46.7534
5776,Sao Paulo,SP,-23.6367,-46.7466
5777,Sao Paulo,SP,-23.6457,-46.753
5778,Sao Paulo,SP,-23.6418,-46.7522
5780,Sao Paulo,SP,-23.6471,-46.7526
5781,Sao Paulo,SP,-23.652,-46.7603
5782,Sao Paulo,SP,-23.6513,-46.7669
5783,Sao Paulo,SP,-23.6451,-46.7692
5784,Sao Paulo,SP,-23.6202,-46.7617
5785,Sao Paulo,SP,-23.6248,-46.7665
5786,Sao Paulo,SP,-23.6352,-46.7725
5787,Sao Paulo,SP,-23.6198,-46.7595
5788,Sao Paulo,SP,-23.6317,-46.7737
5789,Sao Paulo,SP,-23.6477,-46.7777
5790,Sao Paulo,SP,-23.6419,-46.7854
5791,Sao Paulo,SP,-23.6464,-46.7845
5792,Sao Paulo,SP,-23.6388,-46.7731
5793,Sao Paulo,SP,-23.6392,-46.7752
5794,Sao Paulo,SP,-23.6415,-46.7711
5795,Sao Paulo,SP,-23.6466,-46.7759
5796,Sao Paulo,SP,-23.6503,-46.7744
5797,Sao Paulo,SP,-23.6548,-46.7724
5798,Sao Paulo,SP,-23.6574,-46.7681
5801,Sao Paulo,SP,-23.6472,-46.7345
5802,Sao Paulo,SP,-23.6586,-46.7255
5804,Sao Paulo,SP,-23.6483,-46.7317
5805,Sao Paulo,SP,-23.6533,-46.7345
5812,Sao Paulo,SP,-23.6558,-46.7341
5813,Sao Paulo,SP,-23.6549,-46.7317
5814,Sao Paulo,SP,-23.6597,-46.7323
5815,Sao Paulo,SP,-23.662,-46.7358
5816,Sao Paulo,SP,-23.6669,-46.7391
5818,Sao Paulo,SP,-23.665,-46.7317
5819,Sao Paulo,SP,-23.6658,-46.7366
5820,Sao Paulo,SP,-23.6653,-46.74
5821,Sao Paulo,SP,-23.6674,-46.7512
5822,Sao Paulo,SP,-23.6631,-46.7521
5823,Sao Paulo,SP,-23.6641,-46.7499
5828,Sao Paulo,SP,-23.6685,-46.7417
5830,Sao Paulo,SP,-23.6694,-46.745
5831,Sao Paulo,SP,-23.6723,-46.7479
5832,Sao Paulo,SP,-23.6731,-46.7514
5833,Sao Paulo,SP,-23.6709,-46.7592
5834,Sao Paulo,SP,-23.6701,-46.7551
5835,Sao Paulo,SP,-23.6503,-46.7537
5836,Sao Paulo,SP,-23.6462,-46.7376
5840,Sao Paulo,SP,-23.6458,-46.7406
5841,Sao Paulo,SP,-23.6459,-46.7428
5842,Sao Paulo,SP,-23.6503,-46.7442
5843,Sao Paulo,SP,-23.6512,-46.7369
5844,Sao Paulo,SP,-23.6571,-46.7406
5845,Sao Paulo,SP,-23.6542,-46.7426
5846,Sao Paulo,SP,-23.6555,-46.7424
5847,Sao Paulo,SP,-23.6543,-46.7486
5848,Sao Paulo,SP,-23.6582,-46.7599
5849,Sao Paulo,SP,-23.6524,-46.7558
5850,Sao Paulo,SP,-23.6584,-46.7538
5851,Sao Paulo,SP,-23.6636,-46.7564
5852,Sao Paulo,SP,-23.6661,-46.7575
5853,Sao Paulo,SP,-23.6596,-46.7518
5854,Sao Paulo,SP,-23.6609,-46.7621
5855,Sao Paulo,SP,-23.6626,-46.7643
5856,Sao Paulo,SP,-23.6517,-46.7843
5857,Sao Paulo,SP,-23.6568,-46.7805
5858,Sao Paulo,SP,-23.6675,-46.7823
5859,Sao Paulo,SP,-23.6672,-46.7704
5860,Sao Paulo,SP,-23.6648,-46.7666
5861,Sao Paulo,SP,-23.6716,-46.7647
5862,Sao Paulo,SP,-23.6679,-46.7644
5863,Sao Paulo,SP,-23.6769,-46.7662
5864,Sao Paulo,SP,-23.6753,-46.7613
5866,Sao Paulo,SP,-23.6776,-46.7697
5867,Sao Paulo,SP,-23.673,-46.7701
5868,Sao Paulo,SP,-23.6661,-46.7793
5869,Sao Paulo,SP,-23.6773,-46.7714
5870,Sao Paulo,SP,-23.6806,-46.7726
5871,Sao Paulo,SP,-23.6849,-46.7728
5872,Sao Paulo,SP,-23.6856,-46.7761
5873,Sao Paulo,SP,-23.69,-46.7785
5874,Sao Paulo,SP,-23.6796,-46.7729
5875,Sao Paulo,SP,-23.6908,-46.7781
5876,Sao Paulo,SP,-23.6973,-46.7937
5877,Sao Paulo,SP,-23.6919,-46.7907
5878,Sao Paulo,SP,-23.6898,-46.7848
5879,Sao Paulo,SP,-23.6887,-46.7926
5880,Sao Paulo,SP,-23.6867,-46.7883
5881,Sao Paulo,SP,-23.6814,-46.7781
5882,Sao Paulo,SP,-23.6807,-46.7842
5883,Sao Paulo,SP,-23.6766,-46.7794
5884,Sao Paulo,SP,-23.6716,-46.776
5885,Sao Paulo,SP,-23.675,-46.7857
5886,Sao Paulo,SP,-23.6806,-46.7924
5887,Sao Paulo,SP,-23.6784,-46.7976
5888,Sao Paulo,SP,-23.6731,-46.7922
5889,Sao Paulo,SP,-23.6676,-46.7836
5890,Sao Paulo,SP,-23.6656,-46.7886
5891,Sao Paulo,SP,-23.663,-46.7917
5892,Sao Paulo,SP,-23.6613,-46.7864
5893,Sao Paulo,SP,-23.658,-46.7903
5894,Sao Paulo,SP,-23.6525,-46.7886
5895,Sao Paulo,SP,-23.6523,-46.7858
6010,Osasco,SP,-23.5355,-46.7681
6013,Osasco,SP,-23.5319,-46.7772
6016,Osasco,SP,-23.5325,-46.7795
6018,Osasco,SP,-23.5409,-46.7761
6020,Osasco,SP,-23.5385,-46.7616
6023,Osasco,SP,-23.5434,-46.7703
6026,Osasco,SP,-23.5516,-46.7639
6028,Osasco,SP,-23.5461,-46.7673
6029,Osasco,SP,-23.5485,-46.7698
6030,Osasco,SP,-23.5571,-46.7676
6033,Osasco,SP,-23.5604,-46.7779
6036,Osasco,SP,-23.5581,-46.776
6037,Osasco,SP,-23.555,-46.7733
6038,Osasco,SP,-23.5655,-46.7784
6040,Osasco,SP,-23.5693,-46.7831
6045,Osasco,SP,-23.5729,-46.7929
6050,Osasco,SP,-23.5602,-46.7871
6053,Osasco,SP,-23.5591,-46.7876
6056,Osasco,SP,-23.5663,-46.7878
6060,Osasco,SP,-23.5531,-46.782
6065,Osasco,SP,-23.555,-46.7903
6070,Osasco,SP,-23.5481,-46.7805
6075,Osasco,SP,-23.5495,-46.7878
6080,Osasco,SP,-23.5435,-46.7849
6083,Osasco,SP,-23.5421,-46.7787
6086,Osasco,SP,-23.5347,-46.7851
6090,Osasco,SP,-23.5333,-46.7823
6093,Osasco,SP,-23.53,-46.7828
6097,Osasco,SP,-23.5285,-46.7798
6102,Osasco,SP,-23.5495,-46.813
6110,Osasco,SP,-23.5316,-46.7914
6112,Osasco,SP,-23.5364,-46.796
6114,Osasco,SP,-23.5336,-46.7978
6120,Osasco,SP,-23.5419,-46.7918
6122,Osasco,SP,-23.5423,-46.7988
6124,Osasco,SP,-23.5467,-46.7981
6126,Osasco,SP,-23.5516,-46.7945
6130,Osasco,SP,-23.5576,-46.7968
6132,Osasco,SP,-23.5566,-46.7984
6140,Osasco,SP,-23.5765,-46.8009
6142,Osasco,SP,-23.5695,-46.7979
6144,Osasco,SP,-23.5669,-46.8009
6145,Osasco,SP,-23.5701,-46.803
6147,Osasco,SP,-23.5787,-46.8077
6149,Osasco,SP,-23.5818,-46.8134
6150,Osasco,SP,-23.5703,-46.8113
6152,Osasco,SP,-23.5636,-46.8036
6154,Osasco,SP,-23.5601,-46.8045
6160,Osasco,SP,-23.5574,-46.8121
6162,Osasco,SP,-23.5536,-46.8091
6170,Osasco,SP,-23.5455,-46.8049
6172,Osasco,SP,-23.5425,-46.8128
6180,Osasco,SP,-23.5365,-46.8034
6182,Osasco,SP,-23.5291,-46.8124
6184,Osasco,SP,-23.5384,-46.808
6186,Osasco,SP,-23.5333,-46.8131
6187,Osasco,SP,-23.5452,-46.8137
6190,Osasco,SP,-23.53,-46.7989
6192,Osasco,SP,-23.5277,-46.8013
6194,Osasco,SP,-23.5254,-46.8019
6210,Osasco,SP,-23.5284,-46.7663
6213,Osasco,SP,-23.5302,-46.7682
6216,Osasco,SP,-23.5257,-46.7716
6220,Osasco,SP,-23.5165,-46.7824
6223,Osasco,SP,-23.5157,-46.7776
6226,Osasco,SP,-23.5083,-46.7781
6230,Osasco,SP,-23.5164,-46.7998
6233,Osasco,SP,-23.5166,-46.787
6236,Osasco,SP,-23.5101,-46.7874
6240,Osasco,SP,-23.504,-46.8056
6243,Osasco,SP,-23.5036,-46.7983
6246,Osasco,SP,-23.4989,-46.8071
6250,Osasco,SP,-23.5007,-46.796
6253,Osasco,SP,-23.4971,-46.7974
6260,Osasco,SP,-23.4994,-46.791
6263,Osasco,SP,-23.4938,-46.7965
6266,Osasco,SP,-23.4932,-46.7879
6268,Osasco,SP,-23.5,-46.7782
6270,Osasco,SP,-23.4962,-46.7714
6273,Osasco,SP,-23.4991,-46.7679
6276,Osasco,SP,-23.4845,-46.7751
6278,Osasco,SP,-23.4788,-46.7788
6280,Osasco,SP,-23.5098,-46.7668
6283,Osasco,SP,-23.5144,-46.7682
6286,Osasco,SP,-23.5066,-46.7721
6288,Osasco,SP,-23.5024,-46.7656
6290,Osasco,SP,-23.5203,-46.7713
6293,Osasco,SP,-23.5163,-46.7629
6296,Osasco,SP,-23.5182,-46.7573
6298,Osasco,SP,-23.5211,-46.754
6310,Carapicuiba,SP,-23.5155,-46.8391
6311,Carapicuiba,SP,-23.5209,-46.8458
6315,Carapicuiba,SP,-23.5252,-46.8415
6317,Carapicuiba,SP,-23.5263,-46.8457
6320,Carapicuiba,SP,-23.5246,-46.8363
6321,Carapicuiba,SP,-23.5385,-46.8306
6322,Carapicuiba,SP,-23.5301,-46.8334
6325,Carapicuiba,SP,-23.5302,-46.8293
6326,Carapicuiba,SP,-23.5293,-46.8285
6327,Carapicuiba,SP,-23.5331,-46.824
6328,Carapicuiba,SP,-23.5291,-46.826
6329,Carapicuiba,SP,-23.5389,-46.8218
6330,Carapicuiba,SP,-23.5555,-46.8283
6331,Carapicuiba,SP,-23.5437,-46.8287
6332,Carapicuiba,SP,-23.5488,-46.8302
6333,Carapicuiba,SP,-23.5597,-46.8315
6334,Carapicuiba,SP,-23.5445,-46.8321
6335,Carapicuiba,SP,-23.5548,-46.8338
6340,Carapicuiba,SP,-23.5674,-46.8243
6341,Carapicuiba,SP,-23.5725,-46.82
6342,Carapicuiba,SP,-23.5798,-46.8254
6343,Carapicuiba,SP,-23.5685,-46.8332
6345,Carapicuiba,SP,-23.5745,-46.8418
6350,Carapicuiba,SP,-23.5747,-46.8559
6351,Carapicuiba,SP,-23.5691,-46.8636
6352,Carapicuiba,SP,-23.564,-46.8698
6355,Carapicuiba,SP,-23.5598,-46.8602
6360,Carapicuiba,SP,-23.5589,-46.8391
6361,Carapicuiba,SP,-23.5568,-46.8462
6362,Carapicuiba,SP,-23.5543,-46.8414
6363,Carapicuiba,SP,-23.5678,-46.8386
6364,Carapicuiba,SP,-23.5656,-46.8423
6365,Carapicuiba,SP,-23.5529,-46.8508
6379,Carapicuíba,SP,-23.5348,-46.8597
6380,Carapicuiba,SP,-23.5419,-46.8372
6381,Carapicuiba,SP,-23.5458,-46.8388
6382,Carapicuiba,SP,-23.5498,-46.8392
6384,Carapicuiba,SP,-23.5427,-46.8463
6385,Carapicuiba,SP,-23.5421,-46.8431
6386,Carapicuiba,SP,-23.5326,-46.8428
6387,Carapicuiba,SP,-23.5513,-46.8351
6390,Carapicuiba,SP,-23.5403,-46.853
6394,Carapicuiba,SP,-23.525,-46.857
6395,Carapicuiba,SP,-23.5323,-46.8502
6396,Carapicuiba,SP,-23.5295,-46.854
6397,Carapicuiba,SP,-23.5309,-46.8583
6401,Barueri,SP,-23.5095,-46.8811
6402,Barueri,SP,-23.5084,-46.8792
6404,Barueri,SP,-23.5064,-46.8686
6405,Barueri,SP,-23.497,-46.8836
6406,Barueri,SP,-23.5017,-46.887
6407,Barueri,SP,-23.5001,-46.8906
6408,Barueri,SP,-23.4956,-46.8854
6409,Barueri,SP,-23.4942,-46.8961
6410,Barueri,SP,-23.5016,-46.8672
6411,Barueri,SP,-23.5014,-46.8744
6412,Barueri,SP,-23.4972,-46.881
6413,Barueri,SP,-23.4871,-46.8787
6414,Barueri,SP,-23.4936,-46.8717
6415,Barueri,SP,-23.4905,-46.889
6416,Barueri,SP,-23.4869,-46.8928
6417,Barueri,SP,-23.4861,-46.8839
6418,Barueri,SP,-23.4829,-46.8858
6419,Barueri,SP,-23.4769,-46.8853
6420,Barueri,SP,-23.5122,-46.896
6421,Barueri,SP,-23.5087,-46.9013
6422,Barueri,SP,-23.5167,-46.9
6423,Barueri,SP,-23.4974,-46.9061
6424,Barueri,SP,-23.4959,-46.8747
6428,Barueri,SP,-23.4965,-46.9577
6429,Barueri,SP,-23.4897,-46.9529
6433,Barueri,SP,-23.5261,-46.888
6434,Barueri,SP,-23.5299,-46.8893
6435,Barueri,SP,-23.5317,-46.8842
6436,Barueri,SP,-23.5377,-46.8889
6437,Barueri,SP,-23.5443,-46.8887
6440,Barueri,SP,-23.5109,-46.8599
6442,Barueri,SP,-23.5158,-46.8734
6443,Barueri,SP,-23.5395,-46.8644
6444,Barueri,SP,-23.5427,-46.8838
6445,Barueri,SP,-23.5292,-46.8648
6447,Barueri,SP,-23.5415,-46.8772
6448,Barueri,SP,-23.548,-46.8757
6449,Barueri,SP,-23.5421,-46.8687
6453,Barueri,SP,-23.4971,-46.8511
6454,Barueri,SP,-23.4958,-46.8475
6455,Barueri,SP,-23.5011,-46.8497
6458,Barueri,SP,-23.4913,-46.8259
6460,Barueri,SP,-23.4988,-46.8331
6462,Barueri,SP,-23.4854,-46.8098
6463,Barueri,SP,-23.5024,-46.8135
6465,Barueri,SP,-23.4985,-46.8505
6470,Barueri,SP,-23.4948,-46.8587
6471,Barueri,SP,-23.4865,-46.8534
6472,Barueri,SP,-23.4853,-46.8526
6473,Barueri,SP,-23.4837,-46.8635
6474,Barueri,SP,-23.4878,-46.8462
6475,Barueri,SP,-23.4871,-46.8372
6480,Barueri,SP,-23.488,-46.8555
6485,Barueri,SP,-23.4833,-46.8478
6501,Santana De Parnaiba,SP,-23.444,-46.9155
6502,Santana De Parnaiba,SP,-23.4454,-46.925
6503,Santana De Parnaiba,SP,-23.4563,-46.9372
6504,Santana De Parnaiba,SP,-23.4396,-46.9366
6505,Santana De Parnaiba,SP,-23.4121,-46.9412
6506,Santana De Parnaiba,SP,-23.4186,-46.9589
6509,Santana De Parnaiba,SP,-23.4519,-46.9469
6513,Santana De Parnaiba,SP,-23.4616,-46.9153
6514,Santana De Parnaiba,SP,-23.4732,-46.9122
6515,Santana De Parnaiba,SP,-23.4737,-46.8965
6516,Santana De Parnaiba,SP,-23.481,-46.8935
6517,Santana De Parnaiba,SP,-23.4761,-46.934
6519,Santana De Parnaiba,SP,-23.4913,-46.9638
6520,Santana De Parnaiba,SP,-23.478,-46.9751
6523,Santana De Parnaiba,SP,-23.4935,-47.0006
6524,Santana De Parnaiba,SP,-23.4757,-47.0041
6525,Santana De Parnaiba,SP,-23.4166,-46.8934
6526,Santana De Parnaiba,SP,-23.4295,-46.922
6528,Santana De Parnaiba,SP,-23.4083,-46.8972
6529,Santana De Parnaiba,SP,-23.4043,-46.8835
6530,Santana De Parnaiba,SP,-23.4106,-46.8848
6531,Santana De Parnaiba,SP,-23.4206,-46.8752
6532,Santana De Parnaiba,SP,-23.4421,-46.8879
6533,Santana De Parnaiba,SP,-23.4221,-46.8736
6534,Santana De Parnaiba,SP,-23.4147,-46.8688
6535,Santana De Parnaiba,SP,-23.4255,-46.8557
6537,Santana De Parnaiba,SP,-23.429,-46.8268
6539,Santana De Parnaiba,SP,-23.465,-46.885
6540,Santana De Parnaiba,SP,-23.4539,-46.8826
6541,Santana De Parnaiba,SP,-23.463,-46.8726
6542,Santana De Parnaiba,SP,-23.4736,-46.8685
6543,Santana De Parnaiba,SP,-23.4699,-46.8481
6544,Santana De Parnaiba,SP,-23.4637,-46.8525
6550,Pirapora Do Bom Jesus,SP,-23.403,-46.9951
6600,Jandira,SP,-23.5324,-46.9014
6602,Jandira,SP,-23.5343,-46.8975
6604,Jandira,SP,-23.5393,-46.904
6606,Jandira,SP,-23.5329,-46.9073
6608,Jandira,SP,-23.5338,-46.9149
6609,Jandira,SP,-23.5351,-46.9108
6610,Jandira,SP,-23.5242,-46.9209
6612,Jandira,SP,-23.521,-46.9191
6616,Jandira,SP,-23.5247,-46.9112
6618,Jandira,SP,-23.525,-46.8987
6620,Jandira,SP,-23.5473,-46.8925
6622,Jandira,SP,-23.5467,-46.8998
6624,Jandira,SP,-23.5482,-46.9104
6626,Jandira,SP,-23.5416,-46.9116
6630,Jandira,SP,-23.5553,-46.8903
6631,Jandira,SP,-23.545,-46.9043
6633,Jandira,SP,-23.5306,-46.8862
6634,Jandira,SP,-23.5593,-46.9047
6636,Jandira,SP,-23.5566,-46.899
6642,Jandira,SP,-23.5574,-46.8773
6648,Jandira,SP,-23.5485,-46.8671
6650,Itapevi,SP,-23.5446,-46.9352
6652,Itapevi,SP,-23.5496,-46.9263
6653,Itapevi,SP,-23.5471,-46.9297
6654,Itapevi,SP,-23.5389,-46.9241
6655,Itapevi,SP,-23.565,-46.9755
6656,Itapevi,SP,-23.5546,-46.9234
6657,Itapevi,SP,-23.5573,-46.9291
6660,Itapevi,SP,-23.5485,-46.9558
6663,Itapevi,SP,-23.5576,-46.9398
6665,Itapevi,SP,-23.5642,-46.9731
6670,Itapevi,SP,-23.5861,-46.9654
6673,Itapevi,SP,-23.5549,-46.9119
6675,Itapevi,SP,-23.5474,-46.9713
6680,Itapevi,SP,-23.5352,-46.9766
6683,Itapevi,SP,-23.5396,-46.9689
6684,Itapevi,SP,-23.5389,-46.9422
6685,Itapevi,SP,-23.5414,-47.0
6690,Itapevi,SP,-23.5283,-46.9482
6693,Itapevi,SP,-23.5381,-46.9461
6694,Itapevi,SP,-23.5428,-46.9387
6695,Itapevi,SP,-23.5375,-46.9545
6696,Itapevi,SP,-23.5239,-46.9415
6700,Cotia,SP,-23.6095,-46.9328
6701,Cotia,SP,-23.6085,-46.9717
6702,Cotia,SP,-23.5816,-46.9294
6703,Cotia,SP,-23.5967,-46.912
6704,Cotia,SP,-23.5778,-46.917
6705,Cotia,SP,-23.5895,-46.8961
6706,Cotia,SP,-23.5785,-46.8743
6707,Cotia,SP,-23.59,-46.8704
6708,Cotia,SP,-23.5925,-46.8471
6709,Cotia,SP,-23.5943,-46.8343
6710,Cotia,SP,-23.5985,-46.8322
6711,Cotia,SP,-23.606,-46.8392
6712,Cotia,SP,-23.6105,-46.8475
6713,Cotia,SP,-23.6284,-46.8706
6714,Cotia,SP,-23.5995,-46.8726
6715,Cotia,SP,-23.6101,-46.8766
6716,Cotia,SP,-23.6077,-46.9
6717,Cotia,SP,-23.6095,-46.9175
6719,Cotia,SP,-23.6235,-46.937
6720,Cotia,SP,-23.6222,-46.9648
6721,Cotia,SP,-23.6425,-46.9768
6722,Cotia,SP,-23.638,-46.9512
6723,Cotia,SP,-23.6633,-46.9807
6724,Cotia,SP,-23.6855,-46.9098
6725,Cotia,SP,-23.6863,-47.0292
6726,Cotia,SP,-23.659,-47.0533
6727,Cotia,SP,-23.6735,-47.0234
6728,Cotia,SP,-23.6724,-46.9887
6729,Cotia,SP,-23.7212,-47.0253
6730,Vargem Grande Paulista,SP,-23.6226,-47.0127
6738,Vargem Grande Paulista,SP,-23.6462,-47.0028
6753,Taboao Da Serra,SP,-23.6023,-46.756
6754,Taboao Da Serra,SP,-23.6061,-46.7575
6755,Taboao Da Serra,SP,-23.6009,-46.7656
6756,Taboao Da Serra,SP,-23.6064,-46.7736
6757,Taboao Da Serra,SP,-23.6084,-46.7789
6760,Taboao Da Serra,SP,-23.6135,-46.7731
6763,Taboao Da Serra,SP,-23.6113,-46.7607
6764,Taboao Da Serra,SP,-23.6158,-46.7685
6765,Taboao Da Serra,SP,-23.6192,-46.774
6766,Taboao Da Serra,SP,-23.6277,-46.7783
6767,Taboao Da Serra,SP,-23.6215,-46.785
6768,Taboao Da Serra,SP,-23.6077,-46.7528
6770,Taboao Da Serra,SP,-23.6369,-46.785
6773,Taboao Da Serra,SP,-23.6422,-46.7918
6774,Taboao Da Serra,SP,-23.6422,-46.8003
6775,Taboao Da Serra,SP,-23.6367,-46.7941
6780,Taboao Da Serra,SP,-23.6232,-46.7915
6783,Taboao Da Serra,SP,-23.6307,-46.7892
6784,Taboao Da Serra,SP,-23.632,-46.7908
6785,Taboao Da Serra,SP,-23.6365,-46.8061
6786,Taboao Da Serra,SP,-23.6256,-46.8079
6787,Taboao Da Serra,SP,-23.6237,-46.8004
6790,Taboao Da Serra,SP,-23.6112,-46.7867
6793,Taboao Da Serra,SP,-23.6107,-46.767
6794,Taboao Da Serra,SP,-23.6163,-46.8072
6795,Taboao Da Serra,SP,-23.613,-46.7974
6803,Embu Das Artes,SP,-23.6488,-46.849
6804,Embu Das Artes,SP,-23.6443,-46.8508
6805,Embu Das Artes,SP,-23.6342,-46.8505
6806,Embu Das Artes,SP,-23.6358,-46.8386
6807,Embu Das Artes,SP,-23.627,-46.8232
6810,Embu Das Artes,SP,-23.6471,-46.8013
6813,Embu Das Artes,SP,-23.6513,-46.8052
6814,Embu Das Artes,SP,-23.6601,-46.8145
6815,Embu Das Artes,SP,-23.6528,-46.8151
6816,Embu Das Artes,SP,-23.6447,-46.8202
6817,Embu Das Artes,SP,-23.6342,-46.8204
